prd_cd,prd_nm,siz_cd,siz_nm,work_width,work_height,cut_width,cut_height,impos_yn,output_paper_typ_cd,output_file_typ,dflt_plt_yn,note
PRD_000261,캔버스 플랫 필통,SIZ_000469,220x190,220.00,190.00,,,N,,JPG,Y,파일사양
PRD_000262,캔버스 삼각 필통,SIZ_000474,240x210,240.00,210.00,,,N,,JPG,Y,파일사양
PRD_000263,레더토트백,SIZ_000475,330x640,330.00,640.00,,,N,,JPG,Y,파일사양
PRD_000264,레더숄더백,SIZ_000476,760x440,760.00,440.00,,,N,,JPG,Y,파일사양
PRD_000265,린넨 미니에코백,SIZ_000477,280x610,280.00,610.00,,,N,,JPG,Y,파일사양
PRD_000266,린넨 토트백,SIZ_000478,380x1010,380.00,1010.00,,,N,,JPG,Y,파일사양
PRD_000267,린넨 에코백,SIZ_000479,390x910,390.00,910.00,,,N,,JPG,Y,파일사양
PRD_000267,린넨 에코백,SIZ_000480,430x830,430.00,830.00,,,N,,JPG,Y,파일사양
PRD_000268,캔버스심플백,SIZ_000481,340x800,340.00,800.00,,,N,,JPG,Y,파일사양
PRD_000269,캔버스 포켓심플백,SIZ_000482,260x300,260.00,300.00,,,N,,JPG,Y,파일사양
PRD_000270,캔버스에코백,SIZ_000483,530x900,530.00,900.00,,,N,,JPG,Y,파일사양
PRD_000271,캔버스숄더백,SIZ_000476,760x440,760.00,440.00,,,N,,JPG,Y,파일사양
PRD_000272,캔버스 포켓숄더백,SIZ_000484,320x300,320.00,300.00,,,N,,JPG,Y,파일사양
PRD_000273,타이벡 양면 백팩,SIZ_000401,320x860,320.00,860.00,,,N,,JPG,Y,파일사양
PRD_000273,타이벡 양면 백팩,SIZ_000485,400x1040,400.00,1040.00,,,N,,JPG,Y,파일사양
PRD_000274,타이벡보냉보틀백,SIZ_000486,220x580,220.00,580.00,,,N,,JPG,Y,파일사양
PRD_000274,타이벡보냉보틀백,SIZ_000487,220x780,220.00,780.00,,,N,,JPG,Y,파일사양
PRD_000275,타이벡 보냉 미니백,SIZ_000488,360x580,360.00,580.00,,,N,,JPG,Y,파일사양
PRD_000276,타이벡 에코백,SIZ_000489,380x880,380.00,880.00,,,N,,JPG,Y,파일사양
PRD_000277,타이벡 보냉에코백,SIZ_000489,380x880,380.00,880.00,,,N,,JPG,Y,파일사양
PRD_000278,메쉬 토트백,SIZ_000490,380x690,380.00,690.00,,,N,,JPG,Y,파일사양
PRD_000279,메쉬 에코백,SIZ_000491,440x810,440.00,810.00,,,N,,JPG,Y,파일사양
PRD_000280,레더라벨제작,SIZ_000493,50x30,50.00,30.00,,,N,,JPG,Y,파일사양
PRD_000280,레더라벨제작,SIZ_000495,60x40,60.00,40.00,,,N,,JPG,Y,파일사양
PRD_000280,레더라벨제작,SIZ_000497,80x50,80.00,50.00,,,N,,JPG,Y,파일사양
